Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,22,2009-05-25,2009-05-31,771,771,4,,18,,,22,,,0,0,22,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,23,2009-06-01,2009-06-07,881,881,5,19,21,,,45,,,0,0,45,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,24,2009-06-08,2009-06-14,2235,2235,8,69,32,,,109,,,3,3,112,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,25,2009-06-15,2009-06-21,1291,1291,19,71,20,0,0,110,0,0,1,1,111,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,26,2009-06-22,2009-06-28,791,791,10,80,17,0,0,107,0,0,1,1,108,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,27,2009-06-29,2009-07-05,1046,1046,3,128,19,0,0,150,0,0,0,0,150,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,28,2009-07-06,2009-07-12,1483,1483,11,456,75,0,0,542,0,0,0,0,542,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,29,2009-07-13,2009-07-19,1776,,10,636,79,0,1,726,0,0,1,1,727,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,30,2009-07-20,2009-07-26,2798,2155,15,751,67,0,8,841,0,0,0,0,841,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,31,2009-07-27,2009-08-02,2443,1603,9,558,37,0,2,606,0,0,0,0,606,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,32,2009-08-03,2009-08-09,1673,1496,3,579,24,0,0,606,0,0,1,1,607,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,33,2009-08-10,2009-08-16,1367,1245,3,474,35,0,0,512,0,0,0,0,512,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,34,2009-08-17,2009-08-23,896,781,3,175,23,0,2,203,0,0,0,0,203,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,35,2009-08-24,2009-08-30,688,688,0,128,5,0,1,134,0,0,1,1,135,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,36,2009-08-31,2009-09-06,613,613,1,109,3,0,0,113,0,0,0,0,113,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,37,2009-09-07,2009-09-13,623,623,1,57,5,0,0,63,0,0,0,0,63,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,38,2009-09-14,2009-09-20,396,396,0,28,0,0,0,28,0,0,0,0,28,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,39,2009-09-21,2009-09-27,351,351,1,26,0,0,0,27,0,0,0,0,27,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,40,2009-09-28,2009-10-04,280,280,1,17,0,0,0,18,0,0,0,0,18,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,41,2009-10-05,2009-10-11,333,333,0,16,0,0,0,16,0,0,0,0,16,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,42,2009-10-12,2009-10-18,314,314,0,5,1,0,0,6,0,0,0,0,6,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,43,2009-10-19,2009-10-25,197,197,0,2,0,0,0,2,0,0,0,0,2,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,44,2009-10-26,2009-11-01,177,177,0,4,0,0,0,4,0,0,0,0,4,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,45,2009-11-02,2009-11-08,185,185,0,4,2,0,0,6,0,0,0,0,6,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,46,2009-11-09,2009-11-15,148,148,1,5,0,0,0,6,0,0,1,1,7,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,47,2009-11-16,2009-11-22,137,137,0,3,0,0,0,3,0,0,0,0,3,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,48,2009-11-23,2009-11-29,120,120,0,4,1,0,0,5,0,0,0,0,5,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,49,2009-11-30,2009-12-06,132,132,0,6,0,0,0,6,0,0,0,0,6,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,50,2009-12-07,2009-12-13,105,105,0,4,1,0,0,5,0,0,0,0,5,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,51,2009-12-14,2009-12-20,108,108,0,3,0,0,0,3,0,0,0,0,3,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,52,2009-12-21,2009-12-27,68,68,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2009,53,2009-12-28,2010-01-03,48,48,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,1,2010-01-04,2010-01-10,92,92,0,2,0,0,0,2,0,0,0,0,2,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,2,2010-01-11,2010-01-17,82,82,0,1,0,0,0,1,0,0,0,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,3,2010-01-18,2010-01-24,71,71,0,0,0,0,0,0,0,0,1,1,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,4,2010-01-25,2010-01-31,69,69,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,5,2010-02-01,2010-02-07,70,70,0,1,0,0,0,1,0,0,0,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,6,2010-02-08,2010-02-14,59,59,0,1,0,0,0,1,0,0,0,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,7,2010-02-15,2010-02-21,63,63,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,8,2010-02-22,2010-02-28,81,81,0,2,1,0,0,3,0,0,1,1,4,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,9,2010-03-01,2010-03-07,81,81,0,1,2,0,0,3,0,0,0,0,3,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,10,2010-03-08,2010-03-14,82,82,0,0,1,0,0,1,0,0,0,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,11,2010-03-15,2010-03-21,71,71,0,1,0,0,0,1,0,0,0,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,12,2010-03-22,2010-03-28,87,87,0,1,1,0,0,2,0,0,0,0,2,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,13,2010-03-29,2010-04-04,70,70,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,14,2010-04-05,2010-04-11,62,62,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,15,2010-04-12,2010-04-18,90,90,0,1,3,0,0,4,0,0,0,0,4,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,16,2010-04-19,2010-04-25,74,74,0,2,0,0,0,2,0,0,0,0,2,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,17,2010-04-26,2010-05-02,91,91,0,1,4,0,0,5,0,0,1,1,6,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,18,2010-05-03,2010-05-09,79,79,0,0,1,0,0,1,0,0,0,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,19,2010-05-10,2010-05-16,88,88,0,0,3,0,0,3,0,0,0,0,3,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,20,2010-05-17,2010-05-23,124,124,0,1,2,0,0,3,0,0,1,1,4,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,21,2010-05-24,2010-05-30,139,139,0,2,2,0,0,4,0,0,0,0,4,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,22,2010-05-31,2010-06-06,132,132,0,2,0,0,0,2,0,0,1,1,3,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,23,2010-06-07,2010-06-13,95,95,0,0,0,0,0,0,0,0,1,1,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,24,2010-06-14,2010-06-20,128,128,0,2,3,0,0,5,0,0,0,0,5,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,25,2010-06-21,2010-06-27,174,174,0,7,5,0,0,12,0,0,0,0,12,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,26,2010-06-28,2010-07-04,191,191,0,16,2,0,0,18,0,0,0,0,18,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,27,2010-07-05,2010-07-11,171,171,0,13,1,0,0,14,0,0,0,0,14,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,28,2010-07-12,2010-07-18,177,177,0,14,0,0,0,14,0,0,1,1,15,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,29,2010-07-19,2010-07-25,201,201,0,13,1,0,1,15,0,0,0,0,15,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,30,2010-07-26,2010-08-01,247,247,0,26,3,0,0,29,0,0,2,2,31,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,31,2010-08-02,2010-08-08,295,295,0,29,4,0,1,34,0,0,5,5,39,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,32,2010-08-09,2010-08-15,265,265,0,20,2,0,1,23,0,0,21,21,44,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,33,2010-08-16,2010-08-22,273,273,0,36,4,0,0,40,0,0,20,20,60,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,34,2010-08-23,2010-08-29,297,297,0,49,2,0,1,52,0,0,12,12,64,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,35,2010-08-30,2010-09-05,294,294,0,51,5,0,2,58,0,0,20,20,78,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,36,2010-09-06,2010-09-12,344,344,0,47,3,0,0,50,0,0,27,27,77,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,37,2010-09-13,2010-09-19,318,318,0,30,4,0,0,34,0,0,22,22,56,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,38,2010-09-20,2010-09-26,409,409,0,62,2,0,0,64,0,0,41,41,105,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,39,2010-09-27,2010-10-03,413,413,0,46,3,0,1,50,0,0,42,42,92,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,40,2010-10-04,2010-10-10,384,384,0,41,17,0,3,61,0,0,36,36,97,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,41,2010-10-11,2010-10-17,337,337,0,20,5,0,0,25,0,0,27,27,52,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,42,2010-10-18,2010-10-24,300,300,0,25,4,0,0,29,0,0,21,21,50,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,43,2010-10-25,2010-10-31,342,342,0,26,1,0,1,28,0,0,26,26,54,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,44,2010-11-01,2010-11-07,253,253,0,18,1,0,0,19,0,0,28,28,47,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,45,2010-11-08,2010-11-14,155,155,0,11,2,0,0,13,0,0,16,16,29,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,46,2010-11-15,2010-11-21,162,162,0,5,1,0,0,6,0,0,8,8,14,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,47,2010-11-22,2010-11-28,142,142,0,5,8,0,0,13,0,0,10,10,23,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,48,2010-11-29,2010-12-05,118,118,0,3,3,0,0,6,0,0,13,13,19,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,49,2010-12-06,2010-12-12,98,98,0,3,2,0,0,5,0,0,15,15,20,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,50,2010-12-13,2010-12-19,128,128,0,2,5,0,1,8,0,0,15,15,23,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,51,2010-12-20,2010-12-26,123,123,0,4,9,0,0,13,0,0,16,16,29,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,52,2010-12-27,2011-01-02,86,86,0,3,12,0,0,15,0,0,10,10,25,,Sporadic
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,1,2008-12-29,2009-01-04,,30,0,0,0,0,0,0,0,0,0,0,0,,No Report
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,2,2009-01-05,2009-01-11,,34,0,0,0,0,0,0,0,0,0,0,0,,No Report
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,3,2009-01-12,2009-01-18,,31,0,0,0,0,0,0,0,2,1,3,3,,No Report
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,4,2009-01-19,2009-01-25,,37,0,0,0,0,0,0,0,0,0,0,0,,No Report
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,5,2009-01-26,2009-02-01,,34,0,0,0,0,0,0,0,0,0,0,0,,No Report
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,6,2009-02-02,2009-02-08,,35,0,0,0,0,0,0,0,0,1,1,1,,No Report
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,7,2009-02-09,2009-02-15,,36,0,0,0,0,0,0,0,0,2,2,2,,No Report
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,8,2009-02-16,2009-02-22,,34,0,0,2,0,0,2,0,1,0,1,3,,No Report
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,9,2009-02-23,2009-03-01,,36,0,0,0,0,0,0,0,0,0,0,0,,No Report
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,10,2009-03-02,2009-03-08,,36,0,0,0,0,0,0,0,0,0,0,0,,No Report
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,11,2009-03-09,2009-03-15,,35,0,0,0,0,0,0,0,0,1,1,1,,No Report
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,12,2009-03-16,2009-03-22,,34,0,0,0,0,0,0,0,0,0,0,0,,No Report
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,13,2009-03-23,2009-03-29,,35,0,0,0,0,0,0,0,0,0,0,0,,No Report
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,14,2009-03-30,2009-04-05,,32,0,0,0,0,0,0,0,0,1,1,1,,No Report
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,15,2009-04-06,2009-04-12,,32,0,0,0,0,0,0,0,0,1,1,1,,No Report
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,16,2009-04-13,2009-04-19,,30,0,0,0,0,0,0,0,0,1,1,1,,No Report
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,17,2009-04-20,2009-04-26,,39,0,0,0,0,0,0,0,0,1,1,1,,No Report
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,18,2009-04-27,2009-05-03,,38,0,0,0,0,0,0,0,0,0,0,0,,No Report
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,19,2009-05-04,2009-05-10,,43,0,0,0,0,0,0,0,0,0,0,0,,No Report
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,20,2009-05-11,2009-05-17,,38,0,0,0,0,0,0,0,0,0,0,0,,No Report
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,21,2009-05-18,2009-05-24,,48,0,0,0,0,0,0,0,0,1,1,1,,No Report
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,22,2009-05-25,2009-05-31,,46,0,0,6,0,1,7,0,0,0,0,7,,No Report
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,23,2009-06-01,2009-06-07,,41,0,0,7,0,0,7,0,0,2,2,9,,No Report
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,24,2009-06-08,2009-06-14,,44,0,0,9,0,0,9,0,0,2,2,11,,No Report
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,25,2009-06-15,2009-06-21,180,180,,,17,,,17,,,5,5,22,,Sporadic
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,26,2009-06-22,2009-06-28,182,182,,6,14,,,20,,,2,2,22,,Sporadic
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,27,2009-06-29,2009-07-05,114,114,0,2,12,,2,16,,,1,1,17,,Sporadic
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,28,2009-07-06,2009-07-12,161,161,,4,15,,3,22,,,1,1,23,,Sporadic
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,29,2009-07-13,2009-07-19,137,137,,7,21,,,28,,,1,1,29,,Sporadic
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,30,2009-07-20,2009-07-26,,,,,,,,,,,,,,,No Report
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,31,2009-07-27,2009-08-02,118,118,1,3,25,,,29,,,3,3,32,,Sporadic
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,32,2009-08-03,2009-08-09,139,139,,2,15,,,17,,,3,3,20,,Sporadic
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,33,2009-08-10,2009-08-16,162,162,3,2,10,,,15,,,4,4,19,,Regional Outbreak
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,34,2009-08-17,2009-08-23,139,139,,4,13,,,17,,,1,1,18,,Regional Outbreak
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,35,2009-08-24,2009-08-30,120,120,,12,5,,,17,,,0,0,17,,Regional Outbreak
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,36,2009-08-31,2009-09-06,219,219,,13,17,,,30,,,1,1,31,,Regional Outbreak
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,37,2009-09-07,2009-09-13,152,152,,24,12,,,36,,,0,0,36,,Regional Outbreak
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,38,2009-09-14,2009-09-20,215,215,1,16,11,,,28,,,3,3,31,,Regional Outbreak
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,39,2009-09-21,2009-09-27,172,172,,32,18,,,50,,,1,1,51,,Regional Outbreak
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,40,2009-09-28,2009-10-04,241,241,,24,18,,,42,,,2,2,44,,Regional Outbreak
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,41,2009-10-05,2009-10-11,219,219,,36,23,,,59,,,1,1,60,,Regional Outbreak
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,42,2009-10-12,2009-10-18,204,204,,47,21,,,68,,,2,2,70,,No Report
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,43,2009-10-19,2009-10-25,197,197,,37,13,,,50,,,0,0,50,,No Report
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,44,2009-10-26,2009-11-01,202,202,0,13,29,0,0,42,0,0,7,7,49,,Regional Outbreak
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,45,2009-11-02,2009-11-08,104,104,0,36,4,0,0,40,0,0,5,5,45,,Regional Outbreak
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,46,2009-11-09,2009-11-15,171,171,0,12,11,0,0,23,0,0,7,7,30,,Regional Outbreak
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,47,2009-11-16,2009-11-22,129,129,0,21,4,0,0,25,0,0,8,8,33,,Regional Outbreak
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,48,2009-11-23,2009-11-29,138,138,0,13,7,0,0,20,0,0,5,5,25,,Regional Outbreak
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,49,2009-11-30,2009-12-06,135,135,0,14,6,0,0,20,0,0,6,6,26,,Regional Outbreak
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,50,2009-12-07,2009-12-13,112,112,0,10,1,1,0,12,0,0,2,2,14,,Regional Outbreak
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,51,2009-12-14,2009-12-20,163,163,0,5,0,0,0,5,0,0,2,2,7,,Regional Outbreak
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,52,2009-12-21,2009-12-27,104,104,0,2,0,0,0,2,0,0,7,7,9,,Sporadic
Cambodia,Western Pacific Region of WHO,South-East Asia,2009,53,2009-12-28,2010-01-03,,,,,,,,,,,,,,,No Report
Cambodia,Western Pacific Region of WHO,South-East Asia,2010,1,2010-01-04,2010-01-10,94,94,0,3,0,0,0,3,0,0,0,0,3,,Sporadic
Cambodia,Western Pacific Region of WHO,South-East Asia,2010,2,2010-01-11,2010-01-17,106,106,0,6,0,0,0,6,0,0,2,2,8,,Local Outbreak
Cambodia,Western Pacific Region of WHO,South-East Asia,2010,3,2010-01-18,2010-01-24,113,113,0,2,1,0,0,3,0,0,0,0,3,,Sporadic
Cambodia,Western Pacific Region of WHO,South-East Asia,2010,4,2010-01-25,2010-01-31,123,123,0,1,0,0,0,1,0,0,1,1,2,,Sporadic
Cambodia,Western Pacific Region of WHO,South-East Asia,2010,5,2010-02-01,2010-02-07,149,149,0,0,1,0,0,1,0,0,6,6,7,,Local Outbreak
Cambodia,Western Pacific Region of WHO,South-East Asia,2010,6,2010-02-08,2010-02-14,111,111,0,1,0,0,0,1,0,0,2,2,3,,Sporadic
Cambodia,Western Pacific Region of WHO,South-East Asia,2010,7,2010-02-15,2010-02-21,87,87,0,1,0,0,0,1,0,0,1,1,2,,Sporadic
Cambodia,Western Pacific Region of WHO,South-East Asia,2010,8,2010-02-22,2010-02-28,115,115,0,2,0,0,0,2,0,0,0,0,2,,Sporadic
Cambodia,Western Pacific Region of WHO,South-East Asia,2010,9,2010-03-01,2010-03-07,73,73,0,2,0,0,0,2,0,0,0,0,2,,Sporadic
Cambodia,Western Pacific Region of WHO,South-East Asia,2010,10,2010-03-08,2010-03-14,62,62,0,0,0,0,0,0,0,0,1,1,1,,Sporadic
Cambodia,Western Pacific Region of WHO,South-East Asia,2010,11,2010-03-15,2010-03-21,58,58,0,1,0,0,0,1,0,0,0,0,1,,Sporadic
